pagamento_id,pedido_id,forma_pagamento,parcelas,valor,taxa_pct,valor_liquido,data_vencimento,data_pagamento,status_pagamento
25700,26589,Boleto 28 dias,1,2208.09,0.00,2208.09,2025-12-08,2025-12-09,Pago
25701,26590,Boleto 28 dias,1,1941.73,0.00,1941.73,2026-02-12,2026-03-10,Pago com atraso
25702,26591,Cartão de débito,1,2831.51,1.80,2780.54,2026-02-27,2026-02-27,Pago
25703,26592,Boleto 28 dias,1,4189.94,0.00,4189.94,2026-05-22,,Inadimplente
25704,26593,Boleto 28 dias,1,1072.15,0.00,1072.15,2026-07-02,2026-07-17,Pago
25705,26594,Boleto 14 dias,1,1602.02,0.00,1602.02,2026-08-06,2026-08-07,Pago
25706,26595,PIX,1,4010.90,0.00,4010.90,2026-08-28,2026-08-29,Pago
25707,26596,Boleto 28 dias,1,5493.13,0.00,5493.13,2024-10-14,2024-10-15,Pago
25708,26597,PIX,1,3075.01,0.00,3075.01,2024-11-25,2024-11-25,Pago
25709,26598,PIX,1,2148.64,0.00,2148.64,2025-01-28,2025-02-20,Pago com atraso
25710,26599,PIX,1,1335.84,0.00,1335.84,2025-03-04,2025-03-04,Pago
25711,26600,PIX,1,1116.12,0.00,1116.12,2025-05-15,2025-05-15,Pago
25712,26601,Boleto 28 dias,1,656.91,0.00,656.91,2025-07-30,2025-07-30,Pago
25713,26602,Cartão de crédito,4,2457.24,3.20,2378.61,2025-08-29,2025-09-01,Pago
25714,26603,Boleto 28 dias,1,5597.81,0.00,5597.81,2025-11-06,2025-11-06,Pago
25715,26604,PIX,1,2218.32,0.00,2218.32,2025-11-28,2025-11-28,Pago
25716,26605,PIX,1,1662.41,0.00,1662.41,2026-01-24,2026-01-25,Pago
25717,26606,Boleto 28 dias,1,2076.04,0.00,2076.04,2026-03-27,2026-03-27,Pago
25718,26607,Boleto 28 dias,1,1149.44,0.00,1149.44,2026-05-12,2026-05-27,Pago
25719,26608,Dinheiro,1,3358.81,0.00,3358.81,2026-06-10,2026-06-10,Pago
25720,26609,Boleto 28 dias,1,2131.56,0.00,2131.56,2026-09-09,,Em aberto
25721,26610,Boleto 28 dias,1,394.23,0.00,394.23,2025-07-07,2025-07-07,Pago
25722,26611,Dinheiro,1,2428.98,0.00,2428.98,2025-10-07,2025-10-14,Pago
25723,26612,Boleto 14 dias,1,2804.68,0.00,2804.68,2025-12-18,2025-12-21,Pago
25724,26613,PIX,1,864.49,0.00,864.49,2026-03-06,2026-03-06,Pago
25725,26614,Boleto 14 dias,1,4679.49,0.00,4679.49,2026-06-17,2026-06-18,Pago
25726,26615,PIX,1,3361.82,0.00,3361.82,2024-09-23,2024-11-22,Pago com atraso
25727,26616,Cartão de débito,1,6017.35,1.80,5909.04,2024-11-07,2024-11-08,Pago
25728,26617,Boleto 14 dias,1,3285.14,0.00,3285.14,2025-01-03,2025-01-06,Pago
25729,26618,Boleto 14 dias,1,2106.75,0.00,2106.75,2025-03-13,2025-03-14,Pago
25730,26619,Boleto 28 dias,1,3268.87,0.00,3268.87,2025-06-04,2025-06-05,Pago
25731,26620,PIX,1,6408.78,0.00,6408.78,2025-06-11,2025-06-14,Pago
25732,26621,Boleto 28 dias,1,1669.78,0.00,1669.78,2025-08-20,,Inadimplente
25733,26622,Boleto 28 dias,1,2342.12,0.00,2342.12,2025-10-29,2025-12-05,Pago com atraso
25734,26623,Boleto 14 dias,1,2878.97,0.00,2878.97,2025-11-29,2025-12-06,Pago
25735,26624,Cartão de crédito,3,2753.44,3.20,2665.33,2026-01-08,2026-01-08,Pago
25736,26625,Boleto 14 dias,1,1939.22,0.00,1939.22,2026-03-14,2026-03-15,Pago
25737,26626,Cartão de crédito,6,5106.05,3.20,4942.66,2026-04-20,2026-04-20,Pago
25738,26627,Boleto 28 dias,1,2429.50,0.00,2429.50,2026-07-09,2026-07-09,Pago
25739,26628,PIX,1,5481.21,0.00,5481.21,2026-08-14,2026-08-29,Pago
25740,26629,Cartão de crédito,3,1911.91,3.20,1850.73,2024-09-17,2024-09-18,Pago
25741,26630,Dinheiro,1,2876.46,0.00,2876.46,2024-12-19,2024-12-19,Pago
25742,26631,PIX,1,859.74,0.00,859.74,2025-04-28,2025-05-01,Pago
25743,26632,PIX,1,512.62,0.00,512.62,2025-07-21,2025-07-21,Pago
25744,26633,PIX,1,1576.25,0.00,1576.25,2025-11-11,2025-11-11,Pago
25745,26634,Boleto 14 dias,1,469.89,0.00,469.89,2026-03-18,2026-03-18,Pago
25746,26635,Boleto 28 dias,1,1121.55,0.00,1121.55,2026-06-23,2026-06-23,Pago
25747,26636,Boleto 14 dias,1,194.91,0.00,194.91,2026-09-10,,Em aberto
25748,26637,PIX,1,1681.84,0.00,1681.84,2025-07-08,2025-07-08,Pago
25749,26638,Boleto 14 dias,1,1100.73,0.00,1100.73,2025-10-09,2025-10-09,Pago
25750,26639,Cartão de débito,1,641.65,1.80,630.10,2026-02-01,2026-02-08,Pago
25751,26640,PIX,1,786.16,0.00,786.16,2026-04-11,2026-04-18,Pago
25752,26641,Boleto 28 dias,1,4259.47,0.00,4259.47,2026-07-24,2026-07-25,Pago
25753,26642,Boleto 28 dias,1,2634.27,0.00,2634.27,2024-10-23,2024-10-23,Pago
25754,26643,Boleto 28 dias,1,503.56,0.00,503.56,2025-01-16,2025-01-19,Pago
25755,26644,Boleto 28 dias,1,578.28,0.00,578.28,2025-05-02,2025-05-02,Pago
25756,26645,PIX,1,1324.09,0.00,1324.09,2025-08-07,2025-08-07,Pago
25757,26646,Dinheiro,1,2387.19,0.00,2387.19,2025-10-28,2025-10-28,Pago
25758,26647,Dinheiro,1,115.18,0.00,115.18,2026-02-05,2026-02-06,Pago
25759,26648,Boleto 28 dias,1,2829.48,0.00,2829.48,2026-07-02,2026-08-04,Pago com atraso
25760,26649,PIX,1,422.97,0.00,422.97,2026-08-21,2026-08-22,Pago
25761,26650,Boleto 28 dias,1,3055.11,0.00,3055.11,2024-09-30,2024-10-29,Pago com atraso
25762,26651,PIX,1,1969.33,0.00,1969.33,2024-10-30,2024-10-31,Pago
25763,26652,Boleto 28 dias,1,1945.92,0.00,1945.92,2025-01-28,2025-01-28,Pago
25764,26653,Boleto 14 dias,1,1962.50,0.00,1962.50,2025-03-18,2025-03-18,Pago
25765,26654,PIX,1,1209.66,0.00,1209.66,2025-04-22,2025-04-29,Pago
25766,26655,Boleto 28 dias,1,3325.19,0.00,3325.19,2025-07-15,2025-07-16,Pago
25767,26656,Cheque a prazo,1,1033.66,0.00,1033.66,2025-09-18,2025-09-19,Pago
25768,26657,Boleto 28 dias,1,3239.28,0.00,3239.28,2025-11-18,2025-11-18,Pago
25769,26658,Boleto 28 dias,1,1218.94,0.00,1218.94,2026-01-08,2026-01-08,Pago
25770,26659,Boleto 28 dias,1,1810.84,0.00,1810.84,2026-03-16,2026-03-19,Pago
25771,26662,Boleto 14 dias,1,2021.24,0.00,2021.24,2026-07-21,2026-07-21,Pago
25772,26663,Cartão de crédito,4,4102.55,3.20,3971.27,2026-08-22,2026-09-06,Pago
25773,26664,Boleto 28 dias,1,1409.58,0.00,1409.58,2024-10-17,2024-10-17,Pago
25774,26665,Cartão de crédito,2,701.08,3.20,678.65,2024-12-26,2024-12-26,Pago
25775,26666,Cartão de débito,1,1331.96,1.80,1307.98,2025-05-07,2025-05-07,Pago
25776,26667,Boleto 28 dias,1,151.28,0.00,151.28,2025-09-02,2025-09-05,Pago
25777,26668,Cheque a prazo,1,489.40,0.00,489.40,2025-11-20,2025-11-20,Pago
25778,26669,Boleto 14 dias,1,1472.58,0.00,1472.58,2026-01-05,2026-01-08,Pago
25779,26670,Boleto 14 dias,1,215.31,0.00,215.31,2026-03-31,2026-05-11,Pago com atraso
25780,26671,Boleto 28 dias,1,9884.98,0.00,9884.98,2026-07-22,2026-07-22,Pago
25781,26672,Dinheiro,1,728.18,0.00,728.18,2026-08-31,,Inadimplente
25782,26673,Dinheiro,1,1308.31,0.00,1308.31,2025-01-29,2025-02-05,Pago
25783,26674,PIX,1,2484.93,0.00,2484.93,2025-04-17,2025-04-17,Pago
25784,26675,Boleto 28 dias,1,2104.96,0.00,2104.96,2025-08-28,2025-08-28,Pago
25785,26676,Cartão de crédito,3,7767.61,3.20,7519.05,2025-11-29,2026-01-09,Pago com atraso
25786,26677,Cartão de débito,1,501.04,1.80,492.02,2026-03-26,2026-03-26,Pago
25787,26678,Boleto 28 dias,1,300.07,0.00,300.07,2026-09-03,,Em aberto
25788,26679,PIX,1,645.28,0.00,645.28,2024-09-12,2024-09-13,Pago
25789,26680,PIX,1,1518.53,0.00,1518.53,2024-12-23,2024-12-23,Pago
25790,26681,Cartão de crédito,1,940.48,3.20,910.38,2025-03-08,2025-03-11,Pago
25791,26682,Boleto 14 dias,1,398.06,0.00,398.06,2025-07-22,,Inadimplente
25792,26683,PIX,1,4769.85,0.00,4769.85,2025-10-31,2025-11-03,Pago
25793,26684,Boleto 28 dias,1,599.87,0.00,599.87,2026-02-12,2026-02-12,Pago
25794,26687,Boleto 28 dias,1,1485.62,0.00,1485.62,2024-10-12,2024-10-12,Pago
25795,26688,Boleto 28 dias,1,1847.94,0.00,1847.94,2024-12-06,2024-12-13,Pago
25796,26689,PIX,1,761.82,0.00,761.82,2025-01-16,2025-01-19,Pago
25797,26690,Cartão de crédito,1,1523.83,3.20,1475.07,2025-02-25,2025-03-12,Pago
25798,26691,Dinheiro,1,6825.45,0.00,6825.45,2025-04-23,2025-04-23,Pago
25799,26692,Cartão de crédito,4,913.26,3.20,884.04,2025-06-10,2025-06-11,Pago
25800,26693,Boleto 14 dias,1,2691.86,0.00,2691.86,2025-08-06,2025-08-26,Pago com atraso
25801,26694,Boleto 14 dias,1,4647.26,0.00,4647.26,2025-09-17,2025-09-17,Pago
25802,26695,Boleto 28 dias,1,914.77,0.00,914.77,2025-12-03,2025-12-03,Pago
25803,26696,PIX,1,4979.05,0.00,4979.05,2025-12-12,2025-12-13,Pago
25804,26697,Boleto 28 dias,1,1761.17,0.00,1761.17,2026-02-27,2026-04-01,Pago com atraso
25805,26698,PIX,1,2762.30,0.00,2762.30,2026-03-05,2026-03-06,Pago
25806,26699,Boleto 28 dias,1,4550.76,0.00,4550.76,2026-05-08,2026-05-08,Pago
25807,26700,Cartão de débito,1,4168.08,1.80,4093.05,2026-06-04,2026-06-04,Pago
25808,26701,Boleto 14 dias,1,2868.36,0.00,2868.36,2026-07-28,2026-07-31,Pago
25809,26702,Cartão de débito,1,1074.25,1.80,1054.91,2026-08-21,2026-08-22,Pago
25810,26703,Cartão de crédito,1,2738.83,3.20,2651.19,2024-09-18,2024-09-21,Pago
25811,26704,Dinheiro,1,2470.60,0.00,2470.60,2024-11-14,2024-11-29,Pago
25812,26705,Dinheiro,1,1446.76,0.00,1446.76,2025-01-07,2025-01-10,Pago
25813,26706,Dinheiro,1,5168.00,0.00,5168.00,2025-03-05,2025-04-09,Pago com atraso
25814,26707,PIX,1,3182.30,0.00,3182.30,2025-04-30,2025-05-01,Pago
25815,26708,Boleto 14 dias,1,1702.22,0.00,1702.22,2025-07-03,2025-07-06,Pago
25816,26709,Cartão de débito,1,2225.85,1.80,2185.78,2025-08-20,2025-08-23,Pago
25817,26710,Boleto 28 dias,1,1779.63,0.00,1779.63,2025-10-27,2025-12-09,Pago com atraso
25818,26711,Boleto 14 dias,1,1268.36,0.00,1268.36,2025-12-23,2026-01-19,Pago com atraso
25819,26712,Boleto 28 dias,1,766.26,0.00,766.26,2026-03-13,2026-03-13,Pago
25820,26713,Boleto 14 dias,1,1240.14,0.00,1240.14,2026-05-06,2026-05-09,Pago
25821,26714,Boleto 14 dias,1,3604.23,0.00,3604.23,2026-07-06,2026-07-06,Pago
25822,26715,Boleto 28 dias,1,4219.28,0.00,4219.28,2026-08-25,2026-08-25,Pago
25823,26717,Boleto 14 dias,1,3331.00,0.00,3331.00,2026-05-07,2026-05-07,Pago
25824,26718,Boleto 28 dias,1,1516.83,0.00,1516.83,2026-06-25,2026-06-25,Pago
25825,26719,Cartão de débito,1,1395.12,1.80,1370.01,2026-08-05,2026-08-05,Pago
25826,26720,Boleto 28 dias,1,6908.71,0.00,6908.71,2025-10-30,2025-12-23,Pago com atraso
25827,26721,Boleto 14 dias,1,7020.29,0.00,7020.29,2025-11-25,2025-11-25,Pago
25828,26722,Boleto 28 dias,1,1670.42,0.00,1670.42,2026-02-19,2026-02-22,Pago
25829,26723,Boleto 28 dias,1,2926.73,0.00,2926.73,2026-03-28,2026-04-04,Pago
25830,26724,Dinheiro,1,7643.94,0.00,7643.94,2026-04-06,2026-04-07,Pago
25831,26725,Boleto 28 dias,1,1695.32,0.00,1695.32,2026-06-25,2026-06-25,Pago
25832,26726,Boleto 28 dias,1,2126.76,0.00,2126.76,2026-08-04,2026-08-04,Pago
25833,26727,Cartão de débito,1,10441.12,1.80,10253.18,2024-09-06,2024-09-07,Pago
25834,26728,Boleto 28 dias,1,8807.35,0.00,8807.35,2024-10-30,2024-10-31,Pago
25835,26729,Dinheiro,1,6790.85,0.00,6790.85,2024-10-31,2024-10-31,Pago
25836,26730,Boleto 14 dias,1,4584.13,0.00,4584.13,2024-12-03,2024-12-03,Pago
25837,26732,Cheque a prazo,1,7598.86,0.00,7598.86,2025-02-26,2025-02-26,Pago
25838,26733,Cartão de crédito,3,2433.54,3.20,2355.67,2025-02-22,2025-02-22,Pago
25839,26734,Boleto 28 dias,1,5416.50,0.00,5416.50,2025-04-17,2025-04-17,Pago
25840,26735,Cartão de crédito,1,5871.01,3.20,5683.14,2025-04-16,2025-04-16,Pago
25841,26736,Boleto 28 dias,1,13662.75,0.00,13662.75,2025-06-19,,Inadimplente
25842,26737,Boleto 28 dias,1,21132.00,0.00,21132.00,2025-07-25,2025-07-25,Pago
25843,26738,Boleto 28 dias,1,6897.47,0.00,6897.47,2025-09-03,2025-09-10,Pago
25844,26739,Boleto 14 dias,1,2157.80,0.00,2157.80,2025-09-15,2025-09-15,Pago
25845,26740,Boleto 28 dias,1,5572.59,0.00,5572.59,2025-11-03,2025-12-28,Pago com atraso
25846,26741,Boleto 28 dias,1,16850.07,0.00,16850.07,2025-11-21,2025-11-21,Pago
25847,26742,Boleto 28 dias,1,3692.07,0.00,3692.07,2025-12-17,2025-12-17,Pago
25848,26743,Boleto 14 dias,1,3810.88,0.00,3810.88,2025-12-22,2025-12-22,Pago
25849,26744,PIX,1,6601.94,0.00,6601.94,2026-01-02,2026-01-02,Pago
25850,26745,Dinheiro,1,6963.46,0.00,6963.46,2026-01-29,2026-01-29,Pago
25851,26746,Boleto 28 dias,1,5534.62,0.00,5534.62,2026-03-31,2026-05-25,Pago com atraso
25852,26747,Cartão de débito,1,4049.75,1.80,3976.85,2026-03-28,2026-03-31,Pago
25853,26748,Boleto 28 dias,1,18446.25,0.00,18446.25,2026-05-25,2026-05-25,Pago
25854,26749,Cartão de débito,1,9417.28,1.80,9247.77,2026-05-27,2026-05-30,Pago
25855,26750,Boleto 28 dias,1,4574.80,0.00,4574.80,2026-07-26,,Inadimplente
25856,26751,PIX,1,7211.56,0.00,7211.56,2026-08-03,2026-08-06,Pago
25857,26752,Cartão de débito,1,873.62,1.80,857.89,2024-09-17,2024-09-17,Pago
25858,26753,Cartão de crédito,1,1015.32,3.20,982.83,2024-12-31,2024-12-31,Pago
25859,26754,PIX,1,148.01,0.00,148.01,2025-02-25,2025-02-25,Pago
25860,26755,Boleto 28 dias,1,1489.02,0.00,1489.02,2025-06-24,2025-06-24,Pago
25861,26756,Dinheiro,1,844.26,0.00,844.26,2025-09-15,2025-11-01,Pago com atraso
25862,26757,PIX,1,-269.98,0.00,-269.98,2025-12-29,2025-12-29,Pago
25863,26758,Cartão de crédito,4,2951.67,3.20,2857.22,2026-03-31,2026-03-31,Pago
25864,26759,Boleto 14 dias,1,-3256.59,0.00,-3256.59,2026-06-30,2026-07-03,Pago
25865,26760,Boleto 28 dias,1,884.17,0.00,884.17,2024-10-11,2024-10-12,Pago
25866,26761,Cartão de crédito,2,2674.28,3.20,2588.70,2024-12-03,2024-12-04,Pago
25867,26762,Boleto 28 dias,1,1901.96,0.00,1901.96,2025-03-10,2025-03-10,Pago
25868,26763,PIX,1,1774.19,0.00,1774.19,2025-05-27,,Inadimplente
25869,26764,Boleto 28 dias,1,115.92,0.00,115.92,2025-09-02,2025-09-03,Pago
25870,26765,Dinheiro,1,1237.38,0.00,1237.38,2025-11-18,2025-11-19,Pago
25871,26766,Boleto 28 dias,1,614.67,0.00,614.67,2026-03-31,2026-03-31,Pago
25872,26767,Cartão de crédito,1,3281.05,3.20,3176.06,2026-06-26,2026-06-26,Pago
25873,26768,PIX,1,1817.26,0.00,1817.26,2024-09-12,2024-09-12,Pago
25874,26769,PIX,1,3809.47,0.00,3809.47,2024-11-28,2024-11-28,Pago
25875,26770,Cartão de débito,1,425.23,1.80,417.58,2025-03-13,2025-03-13,Pago
25876,26771,Cartão de crédito,4,931.24,3.20,901.44,2025-05-07,2025-05-07,Pago
25877,26772,Boleto 14 dias,1,419.95,0.00,419.95,2025-07-31,2025-09-04,Pago com atraso
25878,26773,Cartão de crédito,1,1418.97,3.20,1373.56,2025-09-16,2025-09-19,Pago
25879,26774,Boleto 28 dias,1,1143.59,0.00,1143.59,2026-01-14,2026-01-14,Pago
25880,26775,Boleto 28 dias,1,2181.48,0.00,2181.48,2026-05-15,2026-05-15,Pago
25881,26776,PIX,1,2711.81,0.00,2711.81,2026-06-22,2026-06-22,Pago
25882,26777,PIX,1,657.82,0.00,657.82,2024-09-20,2024-09-23,Pago
25883,26779,PIX,1,2966.78,0.00,2966.78,2025-03-07,2025-03-07,Pago
25884,26780,PIX,1,1072.79,0.00,1072.79,2025-07-29,,Inadimplente
25885,26781,Dinheiro,1,8058.59,0.00,8058.59,2025-10-08,2025-10-08,Pago
25886,26782,PIX,1,1251.28,0.00,1251.28,2026-02-04,2026-02-04,Pago
25887,26783,Boleto 14 dias,1,821.22,0.00,821.22,2026-06-03,2026-06-03,Pago
25888,26784,Boleto 28 dias,1,2367.52,0.00,2367.52,2024-10-10,2024-10-10,Pago
25889,26785,Boleto 28 dias,1,1898.22,0.00,1898.22,2024-12-16,2024-12-16,Pago
25890,26786,PIX,1,2484.58,0.00,2484.58,2025-03-06,2025-03-06,Pago
25891,26787,Boleto 28 dias,1,754.28,0.00,754.28,2025-07-01,2025-07-04,Pago
25892,26788,PIX,1,540.22,0.00,540.22,2025-09-05,2025-09-05,Pago
25893,26789,Cheque a prazo,1,207.83,0.00,207.83,2026-01-13,2026-01-13,Pago
25894,26790,Dinheiro,1,667.98,0.00,667.98,2026-03-06,2026-03-06,Pago
25895,26791,Boleto 28 dias,1,2028.06,0.00,2028.06,2024-10-22,2024-11-23,Pago com atraso
25896,26793,Cartão de débito,1,1236.49,1.80,1214.23,2025-03-07,,Inadimplente
25897,26794,Boleto 28 dias,1,3549.60,0.00,3549.60,2025-07-09,2025-07-09,Pago
25898,26795,Dinheiro,1,1457.69,0.00,1457.69,2025-10-10,2025-10-10,Pago
25899,26796,Boleto 28 dias,1,2214.73,0.00,2214.73,2026-02-06,2026-02-06,Pago
25900,26797,Cartão de crédito,1,1861.60,3.20,1802.03,2026-03-08,2026-03-08,Pago
25901,26799,PIX,1,3903.03,0.00,3903.03,2024-10-01,2024-10-01,Pago
25902,26800,Boleto 28 dias,1,345.76,0.00,345.76,2025-02-06,2025-02-06,Pago
25903,26801,Cartão de débito,1,4859.97,1.80,4772.49,2024-09-17,2024-09-20,Pago
25904,26802,Cartão de crédito,2,1216.05,3.20,1177.14,2024-11-29,,Inadimplente
25905,26803,Boleto 14 dias,1,1446.72,0.00,1446.72,2025-03-14,2025-03-17,Pago
25906,26804,Boleto 28 dias,1,1784.95,0.00,1784.95,2025-08-19,2025-10-08,Pago com atraso
25907,26805,Cheque a prazo,1,2721.18,0.00,2721.18,2025-10-22,2025-10-22,Pago
25908,26806,Dinheiro,1,1155.30,0.00,1155.30,2026-01-15,2026-01-31,Pago com atraso
25909,26807,PIX,1,1182.70,0.00,1182.70,2026-04-07,2026-04-10,Pago
25910,26808,Boleto 28 dias,1,2140.20,0.00,2140.20,2026-07-01,2026-07-01,Pago
25911,26809,Boleto 28 dias,1,283.38,0.00,283.38,2026-09-11,,Em aberto
25912,26810,Boleto 28 dias,1,1128.83,0.00,1128.83,2025-02-05,,Inadimplente
25913,26811,PIX,1,837.93,0.00,837.93,2025-02-24,2025-02-24,Pago
25914,26812,Cartão de crédito,1,7127.14,3.20,6899.07,2025-04-25,2025-04-25,Pago
25915,26813,Boleto 14 dias,1,2830.76,0.00,2830.76,2025-06-12,2025-06-12,Pago
25916,26814,Boleto 28 dias,1,1863.86,0.00,1863.86,2025-07-30,2025-08-02,Pago
25917,26815,Boleto 14 dias,1,2118.64,0.00,2118.64,2025-09-15,2025-09-15,Pago
25918,26816,Boleto 14 dias,1,4791.44,0.00,4791.44,2025-11-01,2025-11-01,Pago
25919,26818,Boleto 14 dias,1,1692.93,0.00,1692.93,2026-03-16,2026-03-16,Pago
25920,26819,Boleto 28 dias,1,4192.86,0.00,4192.86,2026-05-21,2026-05-21,Pago
25921,26820,Cartão de crédito,1,1714.61,3.20,1659.74,2026-06-13,2026-06-13,Pago
25922,26821,Boleto 28 dias,1,1396.86,0.00,1396.86,2026-08-27,2026-08-27,Pago
25923,26822,Boleto 28 dias,1,1791.58,0.00,1791.58,2024-10-02,2024-10-02,Pago
25924,26823,Boleto 28 dias,1,3182.62,0.00,3182.62,2025-01-10,2025-01-10,Pago
25925,26824,Boleto 28 dias,1,1512.60,0.00,1512.60,2025-04-11,2025-04-11,Pago
25926,26825,Boleto 28 dias,1,285.51,0.00,285.51,2025-08-06,2025-08-06,Pago
25927,26826,Cartão de crédito,1,4963.07,3.20,4804.25,2025-09-12,2025-11-01,Pago com atraso
25928,26827,Boleto 28 dias,1,955.35,0.00,955.35,2026-01-07,2026-01-07,Pago
25929,26828,Cartão de crédito,1,659.95,3.20,638.83,2026-04-23,2026-04-23,Pago
25930,26829,Boleto 28 dias,1,589.09,0.00,589.09,2026-07-30,2026-07-31,Pago
25931,26830,PIX,1,3359.91,0.00,3359.91,2024-09-13,2024-09-14,Pago
25932,26831,Boleto 28 dias,1,2686.89,0.00,2686.89,2024-10-16,2024-10-16,Pago
25933,26832,Boleto 28 dias,1,638.42,0.00,638.42,2025-01-22,,Inadimplente
25934,26833,PIX,1,2016.88,0.00,2016.88,2025-03-22,2025-05-14,Pago com atraso
25935,26834,PIX,1,1482.93,0.00,1482.93,2025-07-11,2025-08-13,Pago com atraso
25936,26835,PIX,1,2918.06,0.00,2918.06,2025-10-13,2025-10-28,Pago
25937,26836,PIX,1,183.35,0.00,183.35,2025-12-17,2025-12-17,Pago
25938,26837,PIX,1,1284.45,0.00,1284.45,2026-02-13,2026-02-13,Pago
25939,26838,Boleto 28 dias,1,1270.34,0.00,1270.34,2026-06-26,2026-06-26,Pago
25940,26839,Cartão de crédito,1,693.82,3.20,671.62,2025-05-06,2025-05-06,Pago
25941,26840,Boleto 28 dias,1,726.50,0.00,726.50,2025-09-10,2025-09-10,Pago
25942,26841,Boleto 14 dias,1,186.89,0.00,186.89,2025-12-16,2025-12-17,Pago
25943,26842,Cartão de crédito,3,998.17,3.20,966.23,2026-04-01,2026-04-02,Pago
25944,26843,Cartão de débito,1,2084.66,1.80,2047.14,2026-06-26,2026-06-26,Pago
25945,26844,Boleto 28 dias,1,1667.34,0.00,1667.34,2024-10-04,2024-10-04,Pago
25946,26845,Boleto 28 dias,1,1824.59,0.00,1824.59,2024-12-31,2024-12-31,Pago
25947,26846,Cartão de crédito,1,516.14,3.20,499.62,2025-02-19,2025-03-13,Pago com atraso
25948,26847,Boleto 14 dias,1,615.24,0.00,615.24,2025-06-13,2025-06-14,Pago
25949,26848,Boleto 28 dias,1,995.42,0.00,995.42,2025-09-29,2025-09-29,Pago
25950,26849,Cartão de crédito,2,8895.40,3.20,8610.75,2025-11-01,2025-11-01,Pago
25951,26850,Cartão de débito,1,227.02,1.80,222.93,2026-02-06,2026-02-13,Pago
25952,26851,Boleto 28 dias,1,638.66,0.00,638.66,2026-06-09,2026-06-09,Pago
25953,26852,Dinheiro,1,588.78,0.00,588.78,2024-09-09,2024-10-12,Pago com atraso
25954,26853,PIX,1,759.66,0.00,759.66,2025-01-13,2025-01-13,Pago
25955,26854,PIX,1,819.17,0.00,819.17,2025-05-19,2025-05-22,Pago
25956,26855,Cartão de crédito,2,692.66,3.20,670.49,2025-09-02,2025-09-03,Pago
25957,26856,Boleto 28 dias,1,698.15,0.00,698.15,2026-01-08,2026-01-08,Pago
25958,26857,Cartão de crédito,1,929.35,3.20,899.61,2026-02-22,2026-03-01,Pago
25959,26858,Dinheiro,1,1386.98,0.00,1386.98,2026-06-29,2026-06-29,Pago
25960,26859,PIX,1,6788.96,0.00,6788.96,2024-09-11,2024-10-22,Pago com atraso
25961,26860,Boleto 14 dias,1,10149.69,0.00,10149.69,2024-10-22,2024-10-22,Pago
25962,26861,PIX,1,6273.29,0.00,6273.29,2024-11-08,2024-11-08,Pago
25963,26862,Boleto 14 dias,1,3589.95,0.00,3589.95,2024-12-20,2024-12-20,Pago
25964,26863,PIX,1,5266.55,0.00,5266.55,2025-01-08,2025-01-09,Pago
25965,26864,Boleto 28 dias,1,5676.06,0.00,5676.06,2025-02-25,2025-02-26,Pago
25966,26865,Cartão de crédito,1,6431.60,3.20,6225.79,2025-02-14,2025-02-14,Pago
25967,26866,Boleto 28 dias,1,11392.09,0.00,11392.09,2025-04-19,2025-04-26,Pago
25968,26867,Boleto 14 dias,1,15150.18,0.00,15150.18,2025-05-07,2025-05-07,Pago
25969,26868,PIX,1,3166.42,0.00,3166.42,2025-05-16,2025-05-19,Pago
25970,26869,Boleto 28 dias,1,14062.17,0.00,14062.17,2025-07-28,2025-07-28,Pago
25971,26870,PIX,1,2919.66,0.00,2919.66,2025-08-01,2025-09-29,Pago com atraso
25972,26871,Boleto 14 dias,1,2876.00,0.00,2876.00,2025-09-09,2025-09-09,Pago
25973,26872,Boleto 28 dias,1,17482.03,0.00,17482.03,2025-10-24,2025-10-25,Pago
25974,26873,PIX,1,6337.99,0.00,6337.99,2025-10-28,2025-10-28,Pago
25975,26874,Cartão de crédito,4,11217.72,3.20,10858.75,2025-12-02,2026-01-14,Pago com atraso
25976,26875,Cartão de débito,1,3158.62,1.80,3101.76,2026-01-16,2026-01-16,Pago
25977,26876,Boleto 14 dias,1,8616.50,0.00,8616.50,2026-03-04,2026-03-04,Pago
25978,26877,Cheque a prazo,1,5740.76,0.00,5740.76,2026-04-22,2026-06-08,Pago com atraso
25979,26878,Boleto 28 dias,1,15044.29,0.00,15044.29,2026-05-21,2026-05-22,Pago
25980,26879,Boleto 28 dias,1,11807.00,0.00,11807.00,2026-06-23,2026-06-23,Pago
25981,26880,Boleto 28 dias,1,5400.41,0.00,5400.41,2026-07-15,2026-07-16,Pago
25982,26881,PIX,1,4709.51,0.00,4709.51,2026-07-15,2026-07-22,Pago
25983,26882,Boleto 28 dias,1,3239.99,0.00,3239.99,2026-09-15,,Em aberto
25984,26883,Boleto 14 dias,1,2024.91,0.00,2024.91,2024-09-24,2024-09-24,Pago
25985,26884,Cartão de crédito,6,1150.74,3.20,1113.92,2024-12-07,2024-12-10,Pago
25986,26885,PIX,1,1076.82,0.00,1076.82,2025-03-24,2025-04-30,Pago com atraso
25987,26886,Boleto 28 dias,1,1180.40,0.00,1180.40,2025-07-24,2025-07-24,Pago
25988,26887,Boleto 14 dias,1,1117.83,0.00,1117.83,2025-09-12,2025-09-13,Pago
25989,26888,Cartão de crédito,2,974.20,3.20,943.03,2025-11-26,2025-11-26,Pago
