cliente_id,cnpj,razao_social,segmento,cidade,uf,bairro,data_cadastro,ativo
2227,98.567.240/5552-51,Comercial Nobre ME,Salão de beleza,Belo Horizonte,MG,Pinheiros,16/11/2021,S
2228,43742822022041,Perfumaria Lumiar ME,Loja de departamento,Belo Horizonte,MG,Boa Viagem,2024-08-25,S
2229,14876096737250,FARMÁCIA NOVA ERA EIRELI,Loja de shopping,Campinas,SP,Meireles,2024-05-12,S
2230,50650696158844,Studio Dourada LTDA,E-commerce,São Paulo,SP,Centro,2025-10-12,S
2231,20.896.760/4062-32,Bella Lumiar EIRELI,Farmácia,Campinas,SP,Pinheiros,17/02/2024,S
2232,96058653143422,Essência Elegance LTDA,Perfumaria,Belo Horizonte,MG,Jardins,2024-06-26,S
2233, 22287499589367 ,Farmácia Rosa dos Ventos LTDA ME,Perfumaria,Fortaleza,CE,Pituba,2025-10-13,S
2234,73.880.111/3052-92,Drogaria Charme ME,Salão de beleza,Brasília,DF,Cambuí,2023-07-04,N
2235,80.632.448/9684-60,Comercial Flor de Liz LTDA ME,Loja de shopping,Porto Alegre,RS,Ipanema,2023-02-09,S
2236,27.933.997/0214-61,Essência Rosa dos Ventos LTDA ME,Perfumaria,Porto Alegre,RS,Batel,2022-07-05,S
2237,54.419.043/7702-96,Casa de Fragrâncias Aurora ME,Perfumaria,Recife,PE,Boa Viagem,2022-02-06,S
2238,24645604851199,Comercial Vitória ME,Salão de beleza,Fortaleza,CE,Pinheiros,2024-06-29,S
2239,11785125927291,Drogaria Charme S/A,Loja de shopping,Rio de Janeiro,RJ,Ipanema,2022-05-25,S
2240,18757617657224,Comercial Íris LTDA,Revendedora autônoma,Porto Alegre,RS,Higienópolis,2022-08-18,S
2241,40833783615926,Aroma Sublime LTDA,Loja de departamento,Campinas,SP,Centro,2022-05-06,S
2242,65300022750936,STUDIO CHARME S/A,Perfumaria,Salvador,BA,Barra,31/07/2024,S
2243,42137472793922,Studio Nobre EIRELI,E-commerce,Rio de Janeiro,RJ,Vila Madalena,2022-05-21,S
2244,93369832407281,Aroma Íris LTDA,Farmácia,Belo Horizonte,MG,Centro,2022-09-25,S
2245,09880409336272,Drogaria Prime LTDA ME,Salão de beleza,Brasília,DF,Asa Sul,2023-03-01,S
2246, 32722215532501 ,DROGARIA NOVA ERA LTDA ME,Revendedora autônoma,Fortaleza,CE,Savassi,21/06/2022,S
2247,65160862495133,Bella Nobre LTDA ME,Perfumaria,Campinas,SP,Batel,2021-05-30,S
2248,64711813207239,Espaço Beleza Dourada LTDA ME,Farmácia,Recife,PE,Ipanema,2024-01-02,S
2249,36985167655999,Comercial Nova Era LTDA ME,Loja de departamento,Recife,PE,Boa Viagem,2024-03-31,S
2250,44.995.143/7043-42,Drogaria Íris ME,Loja de departamento,Recife,PE,Aldeota,2023-01-03,S
2251,42.221.242/1973-81,Loja Elegance LTDA,E-commerce,Porto Alegre,RS,Savassi,2025-04-27,N
2252,95.838.508/3327-10,Farmácia Elegance EIRELI,Salão de beleza,Belo Horizonte,MG,Meireles,2022-12-30,S
2253,43.171.916/3354-71,Boutique Serena S/A,Revendedora autônoma,Manaus,AM,Boa Viagem,2022-08-29,S
2254,76892206829945,Espaço Beleza Encanto EIRELI,Loja de shopping,Rio de Janeiro,RJ,Higienópolis,2021-07-31,S
2255,19816254993145,Farmácia Elegance ME,Salão de beleza,Campinas,SP,Vila Madalena,2023-04-11,S
2256,67461616054337,Comercial Rosa dos Ventos LTDA,Revendedora autônoma,Curitiba,PR,Asa Sul,2024-07-23,S
2257,95312178940697,Loja Charme LTDA,Loja de departamento,Recife,PE,Higienópolis,2023-11-19,S
2258, 31916787586474 ,Studio Charme EIRELI,Farmácia,Goiânia,GO,Savassi,2024-08-03,S
2259,50461614384039,Casa de Fragrancias Encanto EIRELI,Quiosque,Salvador,BA,Jardins,2025-09-23,S
2260,42.509.563/6038-55,BOUTIQUE FLOR DE LIZ ME,Loja de shopping,Rio de Janeiro,RJ,Vila Madalena,2023-10-09,S
2261,43585991977638,Bella Nova Era ME,Loja de departamento,Curitiba,PR,Asa Sul,22/08/2022,S
2262,63.662.871/1716-53,Casa de Fragrâncias Elegance S/A,Salão de beleza,Manaus,AM,Ipanema,2022-10-01,S
2263,98.958.294/8630-99,Casa de Fragrâncias Serena EIRELI,Salão de beleza,Recife,PE,Meireles,30/01/2022,S
2264,43.149.142/1544-09,Drogaria Encanto ME,Loja de departamento,Goiânia,GO,Ipanema,2022-06-02,S
2265,40527703547663,Studio Requinte LTDA ME,Quiosque,São Paulo,SP,Centro,2024-05-22,S
2266,51940723461504,Loja Bella Vita S/A,Farmácia,Recife,PE,Batel,2024-01-03,S
2267,25139002950114,Drogaria Requinte S/A,Quiosque,Goiânia,GO,Ipanema,2022-03-13,S
2268,23.783.904/9757-45,Essência Charme LTDA ME,E-commerce,Salvador,BA,Meireles,2022-07-23,S
2269,88465190348308,Perfumaria Flor de Liz LTDA ME,Revendedora autônoma,Curitiba,PR,Pinheiros,2023-11-24,S
2270,49.035.934/1773-34,Bella Lumiar LTDA,Perfumaria,Porto Alegre,RS,Batel,2023-05-12,S
2271,82160639231867,Espaço Beleza Bella Vita ME,Perfumaria,Rio de Janeiro,RJ,Barra,26/11/2024,S
2272,36970257953564,Studio Serena ME,Farmácia,Brasília,DF,Aldeota,2023-02-26,S
2273,63996240238492,Studio Essenza EIRELI,Salão de beleza,Brasília,DF,Jardins,2025-12-31,S
2274,39.572.869/3953-91,Boutique Vitória ME,Quiosque,São Paulo,SP,Boa Viagem,2024-07-13,S
2275,34802496689923,Bella Nobre ME,Salão de beleza,Salvador,BA,Centro,2021-07-18,S
2276,54448479207405,Perfumaria Elegance ME,Quiosque,Rio de Janeiro,RJ,Aldeota,2024-01-31,S
2277,90.254.983/9103-20,Aroma Rosa dos Ventos ME,Revendedora autônoma,Goiânia,GO,Moema,2024-10-24,N
2278,97.295.755/1263-70,Aroma Elegance ME,Loja de departamento,Belo Horizonte,MG,Boa Viagem,2024-05-10,S
2279,76668992127462,Essência Class S/A,Revendedora autônoma,Rio de Janeiro,RJ,Ipanema,2024-02-12,S
2280,95656219295909,Farmácia Encanto LTDA ME,E-commerce,Campinas,SP,Meireles,2021-06-29,S
2281,37825648586476,Aroma Rosa dos Ventos LTDA ME,Salão de beleza,Recife,PE,Cambuí,30/04/2022,S
2282, 50679964511590 ,COMERCIAL SUBLIME LTDA ME,Salão de beleza,Recife,PE,Boa Viagem,2022-11-30,S
2283,97950804660638,Bella Encanto LTDA,Perfumaria,Recife,PE,Aldeota,23/08/2023,S
2284,20922521238029,Drogaria Rosa dos Ventos LTDA ME,Loja de departamento,Campinas,SP,Savassi,2023-02-03,S
2285,87497151295458,Boutique Serena ME,Salão de beleza,Porto Alegre,RS,Setor Bueno,2023-04-28,S
2286, 99169535952287 ,Farmácia Aromas do Sul LTDA,Perfumaria,Campinas,SP,Setor Bueno,2024-09-08,S
2287,31114963360989,Casa de Fragrâncias Aurora EIRELI,Perfumaria,Fortaleza,CE,Cambuí,17/02/2024,S
2288,19.740.059/7583-44,Drogaria Essenza LTDA,E-commerce,Recife,PE,Boa Viagem,2022-08-31,N
2289,41828654907872,Essência Flor de Liz EIRELI,Salão de beleza,Brasília,DF,Savassi,2022-11-07,S
2290,37577079606169,Drogaria Aromas do Sul EIRELI,Farmácia,Goiânia,GO,Higienópolis,2025-09-09,S
2291,55.958.277/0699-22,Casa de Fragrâncias Diva S/A,Farmácia,Goiânia,GO,Asa Sul,2022-05-04,S
2292,08276100235120,Studio Flor de Liz EIRELI,Loja de departamento,Recife,PE,Pituba,2023-03-21,S
2293,94385633759849,Bella Sublime LTDA ME,Quiosque,Porto Alegre,RS,Savassi,08/03/2026,S
2294, 11337952331432 ,Aroma Lumiar LTDA,Perfumaria,Rio de Janeiro,RJ,Bela Vista,2025-11-27,S
2295, 63387908132208 ,ESSÊNCIA SUBLIME EIRELI,E-commerce,Goiânia,GO,Barra,2024-10-26,S
2296,97881649571042,Perfumaria Serena ME,Perfumaria,Rio de Janeiro,RJ,Boa Viagem,05/10/2022,S
2297,70.183.137/7434-03,Studio Prime EIRELI,Quiosque,Rio de Janeiro,RJ,Moema,2024-05-03,S
2298,35813682201529,Essência Diva ME,Salão de beleza,Curitiba,PR,Pinheiros,2021-12-10,S
2299,06.208.212/4076-64,Comercial Charme S/A,Revendedora autônoma,São Paulo,SP,Barra,2022-10-11,S
2300,01134496895092,Espaço Beleza Nova Era S/A,E-commerce,Salvador,BA,Asa Sul,2026-02-22,S
2301, 94972547204744 ,Casa de Fragrâncias Íris ME,Quiosque,Manaus,AM,Centro,2023-12-19,S
2302,51444465748145,Essência Diva EIRELI,Loja de departamento,Recife,PE,Higienópolis,2023-10-10,S
2303,43.178.421/3913-69,Studio Elegance LTDA ME,Revendedora autônoma,São Paulo,SP,Batel,2021-11-14,S
2304,15422412503834,Drogaria Vitória LTDA ME,Loja de shopping,Fortaleza,CE,Jardins,31/12/2025,S
2305,97.537.006/3239-98,Boutique Vitória EIRELI,Quiosque,Rio de Janeiro,RJ,Centro,2021-07-22,S
2306,37558263218945,ESPAÇO BELEZA NOVA ERA S/A,Salão de beleza,Brasília,DF,Moema,2024-02-10,S
2307,99.428.178/3420-64,Casa de Fragrâncias Elegance EIRELI,Salão de beleza,Rio de Janeiro,RJ,Setor Bueno,2026-04-26,S
2308,19.720.409/3242-43,Aroma Lumiar ME,Farmácia,Fortaleza,CE,Meireles,2024-06-28,S
2309,30.872.447/8390-71,Loja Requinte S/A,Salão de beleza,Porto Alegre,RS,Vila Madalena,2025-02-19,S
2310,02419827244952,Casa de Fragrâncias Charme S/A,Farmácia,Rio de Janeiro,RJ,Moema,2024-06-17,S
2311,77895166501800,Drogaria Lumiar LTDA ME,Perfumaria,Goiânia,GO,Savassi,2022-08-01,S
2312,31625751000366,Boutique Nova Era LTDA ME,E-commerce,Belo Horizonte,MG,Barra,2021-08-28,S
2313,18458163021291,LOJA CHARME EIRELI,Revendedora autônoma,Fortaleza,CE,Moema,2025-10-22,S
2314,80.310.262/3705-06,Aroma Class ME,Loja de shopping,Campinas,SP,Batel,2022-02-14,S
2315,46547631691455,Casa de Fragrâncias Encanto ME,Revendedora autônoma,Salvador,BA,Meireles,2025-08-13,S
2316,66.762.267/6174-79,CASA DE FRAGRÂNCIAS PRIME ME,Salão de beleza,Porto Alegre,RS,Boa Viagem,2024-08-08,S
2317,96425497806437,Perfumaria Serena ME,Loja de departamento,Salvador,BA,Bela Vista,2024-03-15,S
2318,11.601.565/3995-21,Essência Prime EIRELI,Salão de beleza,Curitiba,PR,Ipanema,2024-02-18,N
2319,43.790.868/0883-58,Comercial Dourada EIRELI,Revendedora autônoma,Manaus,AM,Higienópolis,2022-08-07,S
2320,79974254290436,Comercial Sublime EIRELI,Salão de beleza,Goiânia,GO,Pituba,2026-01-02,S
2321,50786725308158,Loja Sublime S/A,Loja de departamento,Brasília,DF,Savassi,2024-08-21,S
2322,32467199927523,Perfumaria Charme S/A,Perfumaria,Goiânia,GO,Ipanema,2022-03-17,S
2323,63518757053209,Aroma Serena LTDA,Revendedora autônoma,Campinas,SP,Setor Bueno,2023-04-17,S
2324,19.729.410/3675-80,Drogaria Sublime S/A,Revendedora autônoma,Porto Alegre,RS,Moema,2022-07-01,S
2325,13037097184679,Bella Vitória LTDA ME,Quiosque,Fortaleza,CE,Savassi,2024-05-08,S
2326, 27592746010069 ,Perfumaria Requinte LTDA ME,Perfumaria,Goiânia,GO,Bela Vista,2022-03-10,S
2327,66.180.610/8537-00,Perfumaria Charme ME,Farmácia,Salvador,BA,Savassi,22/09/2024,S
2328,83905101181693,Perfumaria Diva LTDA ME,Farmácia,Recife,PE,Bela Vista,2023-03-01,S
2329,01.494.116/3282-25,Drogaria Nova Era EIRELI,E-commerce,Rio de Janeiro,RJ,Pinheiros,2024-01-16,S
2330,21170254496550,Bella Essenza S/A,Loja de shopping,Fortaleza,CE,Batel,2023-10-16,S
2331,80575950242426,Boutique Flor de Liz LTDA ME,Loja de shopping,Porto Alegre,RS,Setor Bueno,2025-09-19,S
2332,13.202.061/3920-31,Bella Lumiar EIRELI,Loja de departamento,Fortaleza,CE,Boa Viagem,2021-09-24,S
2333,78073900496309,Comercial Prime S/A,Quiosque,Manaus,AM,Boa Viagem,03/07/2022,S
2334,96499104716495,AROMA SUBLIME EIRELI,Salão de beleza,Manaus,AM,Vila Madalena,2023-03-25,S
2335,13715342789328,Drogaria Lumiar LTDA ME,Loja de shopping,Fortaleza,CE,Cambuí,25/01/2022,S
2336, 84274946454030 ,Boutique Diva LTDA ME,E-commerce,Manaus,AM,Setor Bueno,12/12/2024,S
2337,88232345335668,Casa de Fragrâncias Rosa dos Ventos EIRELI,Loja de departamento,Curitiba,PR,Batel,2023-10-06,S
2338,98.013.376/1915-77,Farmácia Essenza EIRELI,Farmácia,Curitiba,PR,Bela Vista,2025-07-16,S
2339, 23153942811587 ,Comercial Elegance S/A,Farmácia,Recife,PE,Ipanema,2022-05-26,N
2340,92.151.098/1009-44,Loja Vitória ME,Quiosque,Fortaleza,CE,Pinheiros,2025-01-21,S
2341, 42763808263267 ,FARMÁCIA ENCANTO ME,Farmácia,Goiânia,GO,Jardins,2022-05-01,S
2342, 98714142642930 ,Bella Diva LTDA,E-commerce,Curitiba,PR,Meireles,2022-07-24,S
2343,81674289540584,Loja Nobre ME,E-commerce,Curitiba,PR,Pituba,2022-01-04,S
2344,45.979.898/2245-54,Drogaria Flor de Liz LTDA,E-commerce,Belo Horizonte,MG,Setor Bueno,2024-07-09,S
2345,61.177.854/5390-57,Bella Íris S/A,Loja de shopping,Goiânia,GO,Meireles,2021-08-09,S
2346,30025539525637,Farmácia Prime EIRELI,Revendedora autônoma,Salvador,BA,Ipanema,2021-12-08,S
2347, 01311175173358 ,Studio Serena ME,E-commerce,Fortaleza,CE,Moema,2023-07-28,S
2348,44387871713593,Perfumaria Class EIRELI,Farmácia,Goiânia,GO,Boa Viagem,2022-09-19,S
2349,73964331612099,Aroma Aromas do Sul LTDA ME,Loja de departamento,Belo Horizonte,MG,Batel,2023-11-17,S
2350,75.153.672/0975-06,Aroma Serena ME,Farmácia,Fortaleza,CE,Higienópolis,2022-07-25,S
2351,68.594.416/4933-11,Essência Aurora ME,Salão de beleza,Manaus,AM,Batel,2024-03-07,S
2352,60363235185229,Comercial Essenza ME,Salão de beleza,São Paulo,SP,Jardins,2024-03-03,S
2353,39871484544300,Aroma Lumiar LTDA ME,Salão de beleza,Manaus,AM,Setor Bueno,2022-01-25,S
2354,65183163325336,Loja Sublime LTDA ME,Salão de beleza,Porto Alegre,RS,Jardins,2025-12-12,S
2355,25.076.660/6950-85,Comercial Sublime S/A,Perfumaria,São Paulo,SP,Ipanema,2023-11-03,S
2356,32647414124043,Espaço Beleza Elegance EIRELI,E-commerce,Manaus,AM,Pinheiros,2021-06-25,N
2357,18208716388193,Loja Essenza S/A,Loja de shopping,São Paulo,SP,Barra,2021-05-29,S
2358,98.792.165/0181-75,Farmácia Sublime LTDA,Perfumaria,Rio de Janeiro,RJ,Vila Madalena,2022-02-09,S
2359,52.262.491/5289-32,Casa de Fragrâncias Essenza LTDA ME,Loja de departamento,Campinas,SP,Meireles,2025-10-19,N
2360,97.493.135/2762-55,Aroma Class LTDA,Loja de departamento,Rio de Janeiro,RJ,Bela Vista,2023-04-15,S
2361,66516391727154,Drogaria Aromas do Sul LTDA,Loja de departamento,Salvador,BA,Meireles,2021-09-02,S
2362,50334607496875,Comercial Nobre EIRELI,E-commerce,Curitiba,PR,Higienópolis,2022-03-03,S
2363, 73982125588774 ,Perfumaria Elegance LTDA,Salão de beleza,Brasília,DF,Meireles,2024-06-12,S
2364,65.086.569/9638-74,Farmácia Vitória EIRELI,Quiosque,Campinas,SP,Cambuí,2023-01-10,S
2365,83410657299766,Bella Bella Vita LTDA ME,Loja de shopping,Campinas,SP,Jardins,2022-08-13,S
2366,33677744108439,Espaço Beleza Prime LTDA,Farmácia,Goiânia,GO,Meireles,2022-01-15,S
2367,09358271732031,Essência Íris EIRELI,Loja de departamento,Porto Alegre,RS,Bela Vista,2024-08-10,S
2368,88797888458795,FARMÁCIA FLOR DE LIZ EIRELI,Quiosque,Fortaleza,CE,Moema,2022-01-23,S
2369,46.190.692/3951-08,Aroma Sublime LTDA ME,Quiosque,Goiânia,GO,Vila Madalena,2023-07-11,S
2370, 99842003265030 ,Farmácia Flor de Liz EIRELI,E-commerce,Campinas,SP,Jardins,2022-11-23,S
2371,51.335.294/9576-03,Perfumaria Aromas do Sul EIRELI,Farmácia,Recife,PE,Boa Viagem,2021-06-23,S
2372,70.453.868/7612-97,Farmácia Serena ME,Loja de shopping,Goiânia,GO,Cambuí,2022-05-13,S
2373,43153834899531,Perfumaria Sublime EIRELI,Perfumaria,Rio de Janeiro,RJ,Jardins,2023-09-02,S
2374,24170364237331,Essência Essenza EIRELI,Loja de shopping,São Paulo,SP,Aldeota,2023-07-11,S
2375,97621779429210,Essencia Aromas do Sul ME,Quiosque,Brasília,DF,Cambuí,2024-02-02,S
2376,50796313240496,Bella Serena EIRELI,Loja de departamento,Fortaleza,CE,Pinheiros,21/03/2024,S
2377,14570658686237,Loja Flor de Liz LTDA ME,Quiosque,Fortaleza,CE,Moema,2021-10-20,S
2378,39176707002279,Essência Nobre ME,E-commerce,Goiânia,GO,Setor Bueno,2022-04-17,S
2379,03987806465949,Espaço Beleza Serena EIRELI,Loja de departamento,São Paulo,SP,Bela Vista,2024-03-06,S
2380,93203922686870,Bella Rosa dos Ventos S/A,Salão de beleza,Porto Alegre,RS,Setor Bueno,2023-07-06,S
2381,65309246430813,CASA DE FRAGRÂNCIAS AURORA EIRELI,Quiosque,Manaus,AM,Boa Viagem,2025-08-21,S
2382,35.094.557/3149-26,Loja Íris LTDA,Quiosque,Porto Alegre,RS,Higienópolis,2025-05-18,S
2383,80.710.024/5886-41,Studio Requinte LTDA ME,Revendedora autônoma,Campinas,SP,Barra,03/02/2022,S
2384,39338338768838,Casa de Fragrâncias Sublime LTDA,Loja de shopping,Campinas,SP,Meireles,2022-06-08,S
2385,68165223507993,Boutique Serena EIRELI,Quiosque,Manaus,AM,Bela Vista,2021-12-24,N
2386,49.603.342/9950-86,Aroma Serena LTDA ME,Loja de departamento,Brasília,DF,Moema,2025-02-05,S
2387,67.778.673/9718-19,Essência Íris S/A,Quiosque,Fortaleza,CE,Barra,2024-06-01,S
2388,37406242610332,Loja Elegance LTDA ME,Quiosque,Salvador,BA,Bela Vista,2023-02-07,S
2389,19.866.132/9406-35,Boutique Requinte S/A,Loja de departamento,Goiânia,GO,Batel,2025-12-23,S
2390,85007284385800,COMERCIAL NOVA ERA ME,Loja de departamento,Campinas,SP,Asa Sul,2021-06-04,S
2391,05.149.048/7359-75,BOUTIQUE DIVA EIRELI,Salão de beleza,Salvador,BA,Pinheiros,2025-06-21,S
2392,77997722226461,Perfumaria Aurora ME,Revendedora autônoma,São Paulo,SP,Batel,2022-11-08,S
2393, 07697693805145 ,Aroma Requinte LTDA,Loja de departamento,Salvador,BA,Vila Madalena,2023-04-28,S
2394,20.750.006/9915-58,Studio Prime ME,Revendedora autônoma,Rio de Janeiro,RJ,Asa Sul,2022-09-23,S
2395,52322148944139,Loja Diva S/A,Farmácia,Recife,PE,Meireles,2021-06-18,S
2396, 81569590705695 ,Comercial Flor de Liz LTDA,Revendedora autônoma,Curitiba,PR,Bela Vista,2025-11-16,S
2397, 08117306993821 ,Espaço Beleza Nova Era S/A,Quiosque,Porto Alegre,RS,Pinheiros,2023-02-15,S
2398,30.284.052/1850-56,BELLA FLOR DE LIZ S/A,Revendedora autônoma,Goiânia,GO,Vila Madalena,2024-05-18,N
2399,85896549818440,CASA DE FRAGRÂNCIAS ENCANTO LTDA ME,Loja de departamento,Manaus,AM,Boa Viagem,2023-04-25,S
2400,05487487056623,Casa de Fragrâncias Diva LTDA,Perfumaria,Campinas,SP,Setor Bueno,07/07/2024,S
2401,15012350665660,Espaço Beleza Class EIRELI,Perfumaria,Recife,PE,Vila Madalena,2025-08-24,S
2402,93793919474372,Bella Elegance EIRELI,Perfumaria,Brasília,DF,Moema,28/06/2021,S
2403,60.910.276/4714-24,Aroma Nova Era LTDA,Farmácia,Goiânia,GO,Vila Madalena,13/12/2024,S
2404,37738133098314,LOJA AROMAS DO SUL LTDA,Revendedora autônoma,Belo Horizonte,MG,Pinheiros,2022-08-06,S
2405,28742565686680,Perfumaria Bella Vita EIRELI,Perfumaria,Curitiba,PR,Ipanema,2022-10-19,S
2406,38157501543857,Loja Lumiar S/A,Perfumaria,Manaus,AM,Asa Sul,2026-06-13,S
2407,14.881.514/4661-99,Farmácia Bella Vita LTDA,Quiosque,Manaus,AM,Vila Madalena,2022-10-04,S
2408, 26668854553637 ,Studio Requinte EIRELI,Salão de beleza,Recife,PE,Jardins,2021-11-20,S
2409,44238162266484,Farmácia Encanto LTDA ME,Loja de departamento,Curitiba,PR,Higienópolis,2024-01-25,S
2410,35.805.331/5131-35,Perfumaria Prime LTDA ME,Quiosque,Recife,PE,Pituba,2024-12-21,S
2411,79.372.239/1761-96,Espaço Beleza Aromas do Sul EIRELI,Salão de beleza,Porto Alegre,RS,Bela Vista,2025-02-22,S
2412,31.357.408/7474-07,Studio Serena LTDA ME,Loja de shopping,Porto Alegre,RS,Pituba,2023-07-30,S
2413,77990618344251,Essência Nobre EIRELI,Salão de beleza,Salvador,BA,Batel,2024-03-09,S
2414,28634840161706,Essência Encanto EIRELI,Farmácia,Salvador,BA,Barra,2023-04-05,S
2415, 20156914616415 ,Espaço Beleza Dourada LTDA,Loja de departamento,Salvador,BA,Moema,2025-12-31,S
2416, 78109071957145 ,Farmácia Dourada S/A,Salão de beleza,Rio de Janeiro,RJ,Ipanema,2024-02-06,S
2417,87368072966180,Comercial Aromas do Sul EIRELI,Farmácia,Curitiba,PR,Aldeota,2021-09-02,S
2418,09.907.046/4450-30,ESSÊNCIA CLASS LTDA,Perfumaria,Curitiba,PR,Jardins,2024-08-18,S
2419, 73300276327223 ,Perfumaria Dourada ME,Salão de beleza,Brasília,DF,Pinheiros,2025-11-11,S
2420,90473535226549,Studio Lumiar ME,Revendedora autônoma,Salvador,BA,Ipanema,2025-08-19,S
2421,59964260600989,Bella Nobre LTDA,Perfumaria,Campinas,SP,Barra,2025-05-20,S
2422, 41199136564025 ,Comercial Bella Vita LTDA,Loja de shopping,Recife,PE,Higienópolis,2023-01-20,S
2423,22384357993895,Drogaria Nobre LTDA,Loja de shopping,Goiânia,GO,Asa Sul,2021-06-16,S
2424,29.497.756/5512-88,Espaço Beleza Elegance LTDA ME,Revendedora autônoma,Salvador,BA,Vila Madalena,2022-10-20,S
2425,03101221338753,Bella Sublime ME,E-commerce,Fortaleza,CE,Cambuí,2025-07-06,S
2426,74.988.396/8382-52,Perfumaria Requinte ME,Revendedora autônoma,Salvador,BA,Barra,2022-08-02,S
2427,21.517.346/6068-99,Loja Flor de Liz EIRELI,E-commerce,Salvador,BA,Cambuí,27/10/2023,S
2428,08.010.302/2123-95,Studio Sublime ME,Loja de departamento,Rio de Janeiro,RJ,Batel,2024-12-08,S
2429,14226326214453,ESSÊNCIA NOBRE LTDA,Perfumaria,Porto Alegre,RS,Pinheiros,2026-06-24,S
2430,78.801.159/1326-84,Boutique Nobre EIRELI,Loja de departamento,Fortaleza,CE,Vila Madalena,27/02/2025,S
2431,33693105719732,Casa de Fragrâncias Encanto EIRELI,Farmácia,São Paulo,SP,Aldeota,2023-07-19,S
2432,76260235640930,Studio Class LTDA,Farmácia,Brasília,DF,Higienópolis,2021-09-04,S
2433,69.999.381/9194-87,Boutique Essenza S/A,Loja de shopping,Goiânia,GO,Centro,2023-02-21,N
2434,15.517.586/3735-33,Drogaria Sublime S/A,Perfumaria,Porto Alegre,RS,Vila Madalena,2023-09-28,S
2435,68584311621065,Loja Elegance S/A,E-commerce,Brasília,DF,Ipanema,2024-03-13,S
2436,31.055.771/0302-75,Espaço Beleza Diva S/A,Salão de beleza,Porto Alegre,RS,Meireles,15/06/2021,S
2437,43.423.149/4521-25,Drogaria Serena LTDA,Loja de departamento,Brasília,DF,Bela Vista,06/08/2021,S
2438,40999151414050,Bella Vitória EIRELI,Farmácia,São Paulo,SP,Asa Sul,2021-07-16,S
2439,63641226472543,Essência Nobre ME,Loja de shopping,Goiânia,GO,Pinheiros,12/06/2021,N
2440,24.081.744/2539-68,Loja Íris S/A,Loja de shopping,Porto Alegre,RS,Centro,2022-10-11,S
2441,81224661428097,Studio Aurora S/A,Quiosque,Brasília,DF,Barra,2026-05-16,S
2442,59117533170253,Perfumaria Aromas do Sul LTDA ME,Quiosque,Rio de Janeiro,RJ,Barra,2023-05-01,S
2443,58725371720153,Drogaria Nobre LTDA ME,Revendedora autônoma,Fortaleza,CE,Vila Madalena,2024-09-08,S
2444,13311519683948,Boutique Essenza EIRELI,Loja de departamento,Porto Alegre,RS,Meireles,2025-10-28,N
2445,03491315653667,Bella Elegance EIRELI,Loja de departamento,Goiânia,GO,Setor Bueno,2025-07-11,S
2446,82325348529799,Casa de Fragrâncias Lumiar LTDA ME,Loja de departamento,Belo Horizonte,MG,Barra,2023-06-26,S
2447,52197064064123,Drogaria Encanto EIRELI,Perfumaria,Curitiba,PR,Bela Vista,2024-03-29,S
2448,50.163.270/3491-41,Comercial Requinte LTDA ME,Loja de shopping,Fortaleza,CE,Vila Madalena,2024-07-30,S
2449,72.126.454/3676-87,Comercial Rosa dos Ventos ME,E-commerce,Belo Horizonte,MG,Bela Vista,29/03/2022,S
2450,01333279882170,Aroma Rosa dos Ventos LTDA,Loja de departamento,Curitiba,PR,Pinheiros,17/09/2023,N
2451,49185147561603,Bella Charme LTDA ME,Salão de beleza,Goiânia,GO,Vila Madalena,2021-08-13,S
2452,28.795.614/1096-61,DROGARIA NOBRE LTDA ME,Revendedora autônoma,Belo Horizonte,MG,Jardins,2022-08-09,S
2453,50690303471120,AROMA CHARME ME,Perfumaria,Brasília,DF,Ipanema,2023-11-25,S
2454,12920722303358,Farmácia Flor de Liz LTDA,Salão de beleza,Salvador,BA,Pituba,2026-04-14,S
2455,38792787678236,DROGARIA CHARME S/A,E-commerce,Fortaleza,CE,Vila Madalena,2024-08-17,S
2456,44865743062068,Studio Requinte LTDA,E-commerce,Porto Alegre,RS,Aldeota,2024-04-22,S
2457,98.113.008/4339-14,FARMÁCIA SERENA LTDA ME,Farmácia,Belo Horizonte,MG,Barra,2024-03-13,S
2458,50749504432719,Drogaria Sublime EIRELI,Perfumaria,São Paulo,SP,Asa Sul,2023-09-27,S
2459,61.693.624/0885-16,Boutique Rosa dos Ventos LTDA,Farmácia,Rio de Janeiro,RJ,Cambuí,01/02/2026,S
2460,41037622659415,Espaço Beleza Class LTDA,Revendedora autônoma,Campinas,SP,Barra,13/12/2023,S
2461, 11644668471329 ,Perfumaria Prime S/A,Farmácia,Brasília,DF,Cambuí,2024-05-04,S
2462,51.185.811/0146-02,Boutique Nobre S/A,Salão de beleza,Campinas,SP,Bela Vista,2023-08-07,S
2463,01408123563167,Loja Flor de Liz LTDA ME,Loja de shopping,Goiânia,GO,Boa Viagem,2022-07-11,S
2464,88.478.718/1938-34,Bella Bella Vita EIRELI,Quiosque,Campinas,SP,Centro,2021-11-15,S
2465,47308028213114,Bella Encanto ME,Farmácia,Manaus,AM,Setor Bueno,2026-06-07,S
2466,78942596349001,Boutique Dourada EIRELI,Revendedora autônoma,Goiânia,GO,Asa Sul,2022-02-20,S
2467,11303076617061,Espaço Beleza Dourada LTDA ME,Loja de departamento,Salvador,BA,Higienópolis,2022-06-30,S
