oportunidade_id,cliente_id,vendedor_id,origem,data_abertura,etapa,probabilidade_pct,valor_estimado,data_fechamento,ciclo_dias,motivo_perda
4512,2238,1,Feira de beleza,2024-09-03,Fechado ganho,100,54981.21,2024-10-24,51,
4513,2238,1,Reativação,2025-04-17,Fechado ganho,100,9100.78,2025-04-20,3,
4514,2238,1,Indicação,2024-12-27,Negociação,75,84870.41,,,
4515,2238,1,Inbound site,2025-09-16,Proposta enviada,50,49149.03,,,
4516,2238,1,WhatsApp,2025-09-12,Fechado perdido,0,30430.53,2025-11-20,69,Sem verba no momento
4517,2239,41,Prospecção ativa,2026-06-21,Prospecção,10,43875.99,,,
4518,2239,41,Indicação,2025-11-25,Qualificação,25,51224.04,,,
4519,2239,41,Indicação,2025-09-02,Qualificação,25,91111.58,,,
4520,2239,41,Prospecção ativa,2024-10-16,Negociação,75,19851.77,,,
4521,2239,41,Reativação,2025-06-10,Fechado ganho,100,45319.81,2025-07-22,42,
4522,2239,41,WhatsApp,2025-04-05,Prospecção,10,49441.76,,,
4523,2240,34,Feira de beleza,2026-02-07,Fechado ganho,100,59259.45,2026-04-06,58,
4524,2240,34,Prospecção ativa,2024-11-24,Negociação,75,47089.86,,,
4525,2240,34,Inbound site,2025-08-13,Negociação,75,6594.07,,,
4526,2240,34,WhatsApp,2025-11-07,Fechado ganho,100,84196.86,2026-01-17,71,
4527,2241,2,Feira de beleza,2026-05-30,Fechado ganho,100,64082.32,2026-06-17,18,
4528,2242,14,WhatsApp,2025-03-25,Fechado ganho,100,79895.67,2025-04-12,18,
4529,2244,27,Reativação,2025-12-23,Negociação,75,18236.97,,,
4530,2246,42,Prospecção ativa,2026-03-11,Fechado ganho,100,8753.72,2026-05-20,70,
4531,2247,22,Prospecção ativa,2025-04-24,Fechado ganho,100,16802.59,2025-05-17,23,
4532,2247,22,Indicação,2024-10-19,Negociação,75,69615.51,,,
4533,2247,22,Indicação,2025-06-26,Negociação,75,24403.33,,,
4534,2247,22,Inbound site,2026-03-27,Fechado ganho,100,30437.14,2026-04-01,5,
4535,2248,23,Prospecção ativa,2026-08-26,Fechado perdido,0,56462.18,2026-08-30,4,Sem verba no momento
4536,2248,23,Instagram,2025-10-15,Qualificação,25,70431.55,,,
4537,2248,23,WhatsApp,2026-07-25,Qualificação,25,53823.09,,,
4538,2248,23,Feira de beleza,2025-07-04,Negociação,75,14195.23,,,
4539,2249,11,WhatsApp,2025-09-14,Fechado ganho,100,75029.86,2025-10-08,24,
4540,2250,9,Instagram,2026-02-26,Fechado perdido,0,17539.11,2026-04-12,45,Mix de fragrâncias não atende
4541,2250,9,Instagram,2024-12-29,Negociação,75,61118.98,,,
4542,2250,9,Inbound site,2025-05-05,Fechado ganho,100,80868.16,2025-07-15,71,
4543,2251,39,Feira de beleza,2025-12-03,Qualificação,25,44219.51,,,
4544,2252,14,Feira de beleza,2026-06-10,Fechado ganho,100,52711.86,2026-06-13,3,
4545,2252,14,Reativação,2026-03-23,Fechado ganho,100,58154.58,2026-03-26,3,
4546,2252,14,Indicação,2026-06-15,Negociação,75,38256.57,,,
4547,2252,14,Instagram,2025-01-25,Fechado ganho,100,71239.79,2025-03-09,43,
4548,2253,17,Indicação,2025-03-26,Fechado ganho,100,84002.40,2025-04-09,14,
4549,2253,17,Prospecção ativa,2025-01-10,Fechado ganho,100,77020.45,2025-02-07,28,
4550,2253,17,Indicação,2025-05-08,Fechado perdido,0,79598.04,2025-06-17,40,Já compra de outro importador
4551,2254,17,Inbound site,2026-06-05,Fechado perdido,0,48485.21,2026-07-11,36,Sem contato
4552,2255,7,Prospecção ativa,2026-04-15,Fechado perdido,0,36009.13,2026-05-07,22,Preço acima do concorrente
4553,2256,37,WhatsApp,2024-11-27,Prospecção,10,3470.73,,,
4554,2256,37,Indicação,2024-11-16,Negociação,75,23720.23,,,
4555,2258,30,Indicação,2026-01-01,Fechado ganho,100,27941.26,2026-02-25,55,
4556,2258,30,Indicação,2025-06-04,Fechado ganho,100,81582.18,2025-08-09,66,
4557,2259,21,Prospecção ativa,2026-05-20,Prospecção,10,45459.04,,,
4558,2259,21,Prospecção ativa,2026-01-04,Fechado perdido,0,18076.75,2026-01-09,5,Preço acima do concorrente
4559,2259,21,Prospecção ativa,2026-06-13,Fechado perdido,0,13852.01,2026-07-02,19,Preço acima do concorrente
4560,2260,7,Reativação,2025-06-26,Fechado perdido,0,94076.16,2025-07-20,24,Mix de fragrâncias não atende
4561,2260,7,Instagram,2025-10-02,Prospecção,10,9477.53,,,
4562,2261,6,Feira de beleza,2025-03-08,Negociação,75,28539.49,,,
4563,2261,42,Feira de beleza,2025-09-05,Fechado ganho,100,38421.11,2025-11-03,59,
4564,2261,42,Reativação,2026-07-27,Fechado ganho,100,37088.48,2026-08-04,8,
4565,2261,42,Instagram,2026-02-26,Proposta enviada,50,70375.69,,,
4566,2261,6,Feira de beleza,2025-01-18,Fechado ganho,100,68715.87,2025-03-08,49,
4567,2261,6,Indicação,2025-07-05,Fechado ganho,100,26210.38,2025-08-24,50,
4568,2262,19,Instagram,2026-01-05,Fechado ganho,100,88913.56,2026-03-12,66,
4569,2263,21,Inbound site,2026-03-29,Fechado perdido,0,49393.51,2026-06-12,75,Mix de fragrâncias não atende
4570,2264,3,Reativação,2026-02-13,Proposta enviada,50,24911.87,,,
4571,2264,3,Instagram,2025-12-22,Fechado perdido,0,3331.46,2026-02-22,62,Fechou com concorrente
4572,2264,3,Feira de beleza,2026-03-07,Prospecção,10,48711.70,,,
4573,2264,3,Feira de beleza,2025-02-20,Fechado perdido,0,20883.90,2025-05-01,70,Já compra de outro importador
4574,2265,11,Instagram,2026-06-02,Prospecção,10,9923.70,,,
4575,2265,11,Reativação,2025-10-24,Fechado perdido,0,50346.08,2025-11-21,28,Pediu exclusividade de marca
4576,2265,11,Reativação,2025-11-11,Prospecção,10,34122.62,,,
4577,2266,3,Prospecção ativa,2025-09-19,Prospecção,10,29436.00,,,
4578,2269,6,Prospecção ativa,2025-03-07,Fechado perdido,0,69802.87,2025-05-04,58,Mix de fragrâncias não atende
4579,2270,15,Inbound site,2025-06-20,Prospecção,10,48290.75,,,
4580,2270,15,Reativação,2025-07-15,Negociação,75,55882.86,,,
4581,2271,21,WhatsApp,2025-09-05,Negociação,75,67070.69,,,
4582,2271,21,Prospecção ativa,2025-01-16,Proposta enviada,50,49367.86,,,
4583,2271,21,Reativação,2025-10-01,Qualificação,25,63233.79,,,
4584,2272,27,Instagram,2026-03-26,Fechado ganho,100,64601.31,2026-04-25,30,
4585,2272,27,Inbound site,2025-08-09,Prospecção,10,60514.43,,,
4586,2272,27,Feira de beleza,2025-08-30,Fechado perdido,0,31418.52,2025-09-15,16,Preço acima do concorrente
4587,2273,7,Feira de beleza,2026-02-10,Negociação,75,19946.43,,,
4588,2273,7,Indicação,2026-04-24,Fechado ganho,100,82784.81,2026-05-01,7,
4589,2273,7,Instagram,2026-04-11,Fechado ganho,100,61370.21,2026-06-21,71,
4590,2273,7,Inbound site,2026-01-03,Fechado ganho,100,58471.96,2026-01-24,21,
4591,2275,40,Inbound site,2025-04-28,Negociação,75,42905.82,,,
4592,2275,6,Indicação,2024-09-30,Negociação,75,6848.88,,,
4593,2277,6,Prospecção ativa,2026-07-27,Fechado ganho,100,49787.16,2026-08-29,33,
4594,2277,6,Inbound site,2025-07-21,Negociação,75,62693.41,,,
4595,2277,6,Reativação,2025-05-27,Qualificação,25,14643.46,,,
4596,2278,35,Inbound site,2026-08-24,Proposta enviada,50,86360.82,,,
4597,2279,35,Feira de beleza,2025-08-22,Fechado ganho,100,71921.44,2025-08-29,7,
4598,2279,35,Prospecção ativa,2026-02-17,Fechado ganho,100,6314.25,2026-03-22,33,
4599,2279,35,Reativação,2025-05-31,Proposta enviada,50,166827.35,,,
4600,2280,16,Feira de beleza,2025-07-17,Fechado ganho,100,83848.39,2025-08-10,24,
4601,2280,16,Instagram,2024-09-28,Proposta enviada,50,34914.96,,,
4602,2281,4,Inbound site,2025-04-08,Prospecção,10,68727.52,,,
4603,2282,23,Indicação,2024-11-23,Negociação,75,26007.48,,,
4604,2283,40,Prospecção ativa,2026-08-04,Proposta enviada,50,29304.65,,,
4605,2283,40,Indicação,2025-10-21,Proposta enviada,50,23766.57,,,
4606,2284,29,Indicação,2024-09-09,Fechado ganho,100,53650.83,2024-10-02,23,
4607,2285,5,Feira de beleza,2025-10-20,Fechado ganho,100,55117.09,2025-12-16,57,
4608,2286,1,Instagram,2025-10-20,Fechado ganho,100,64620.03,2025-11-06,17,
4609,2287,10,Prospecção ativa,2025-01-18,Prospecção,10,6626.03,,,
4610,2287,10,Feira de beleza,2026-04-27,Negociação,75,81673.05,,,
4611,2287,10,Prospecção ativa,2024-12-26,Qualificação,25,50030.59,,,
4612,2287,10,Instagram,2025-09-25,Fechado perdido,0,45227.55,2025-11-22,58,Sem verba no momento
4613,2289,7,WhatsApp,2026-04-07,Fechado perdido,0,99198.26,2026-05-07,30,Pediu exclusividade de marca
4614,2291,2,Feira de beleza,2024-12-31,Fechado ganho,100,15692.76,2025-01-12,12,
4615,2291,35,Indicação,2025-10-07,Fechado perdido,0,64896.02,2025-10-19,12,Preço acima do concorrente
4616,2291,2,Inbound site,2024-12-02,Fechado perdido,0,41917.98,2025-02-02,62,Já compra de outro importador
4617,2291,35,Inbound site,2026-06-22,Qualificação,25,20171.21,,,
4618,2292,3,Instagram,2024-09-29,Negociação,75,57147.49,,,
4619,2292,3,Inbound site,2025-06-23,Fechado perdido,0,127584.61,2025-09-06,75,Preço acima do concorrente
4620,2292,3,Indicação,2026-03-28,Qualificação,25,140154.77,,,
4621,2292,3,Feira de beleza,2024-12-17,Qualificação,25,127522.41,,,
4622,2292,3,Instagram,2026-08-07,Fechado perdido,0,59040.65,2026-08-25,18,Sem verba no momento
4623,2292,3,Inbound site,2026-05-18,Prospecção,10,84447.72,,,
4624,2293,22,Instagram,2026-07-11,Qualificação,25,25412.05,,,
4625,2293,22,Feira de beleza,2026-08-26,Proposta enviada,50,51495.44,,,
4626,2294,29,WhatsApp,2026-03-30,Negociação,75,17940.27,,,
4627,2295,35,Indicação,2026-01-05,Negociação,75,35240.41,,,
4628,2295,35,Indicação,2026-04-27,Proposta enviada,50,76084.10,,,
4629,2297,15,Feira de beleza,2024-09-29,Proposta enviada,50,6771.81,,,
4630,2297,15,Inbound site,2025-01-01,Prospecção,10,28563.83,,,
4631,2297,15,Indicação,2025-12-20,Fechado ganho,100,82140.89,2025-12-31,11,
4632,2299,28,Indicação,2025-11-27,Proposta enviada,50,88976.42,,,
4633,2299,28,WhatsApp,2025-12-13,Prospecção,10,63387.05,,,
4634,2300,24,Prospecção ativa,2026-06-22,Prospecção,10,3763.21,,,
4635,2301,24,Prospecção ativa,2025-02-11,Fechado perdido,0,42403.74,2025-04-06,54,Mix de fragrâncias não atende
4636,2303,2,Instagram,2026-02-22,Fechado perdido,0,65081.29,2026-04-06,43,Preço acima do concorrente
4637,2304,25,Inbound site,2026-04-25,Fechado ganho,100,45486.73,2026-05-03,8,
4638,2304,25,Feira de beleza,2026-03-07,Fechado ganho,100,150826.31,2026-04-06,30,
4639,2305,20,Reativação,2026-01-03,Proposta enviada,50,26041.46,,,
4640,2305,20,WhatsApp,2025-03-15,Fechado ganho,100,11191.65,2025-05-06,52,
4641,2307,1,Indicação,2026-06-03,Fechado ganho,100,91756.94,2026-08-07,65,
4642,2307,1,Prospecção ativa,2026-05-04,Proposta enviada,50,15476.57,,,
4643,2307,1,Prospecção ativa,2026-07-26,Fechado perdido,0,68627.20,2026-08-31,36,Já compra de outro importador
4644,2308,22,Instagram,2026-02-02,Fechado ganho,100,30195.31,2026-03-28,54,
4645,2308,22,Feira de beleza,2026-01-15,Qualificação,25,40851.81,,,
4646,2308,22,WhatsApp,2025-10-27,Fechado ganho,100,48406.75,2025-12-11,45,
4647,2309,12,Prospecção ativa,2026-05-22,Prospecção,10,13751.34,,,
4648,2311,1,Feira de beleza,2026-03-24,Fechado perdido,0,26862.86,2026-05-14,51,Mix de fragrâncias não atende
4649,2311,1,Reativação,2026-07-21,Prospecção,10,25794.18,,,
4650,2311,1,Feira de beleza,2025-12-18,Prospecção,10,69197.97,,,
4651,2311,1,Reativação,2026-03-24,Fechado perdido,0,76395.84,2026-04-05,12,Sem verba no momento
4652,2312,28,Indicação,2025-04-18,Prospecção,10,99228.46,,,
4653,2312,28,Prospecção ativa,2025-08-05,Proposta enviada,50,127103.98,,,
4654,2313,27,Reativação,2025-12-11,Fechado ganho,100,15050.52,2026-01-02,22,
4655,2313,27,Prospecção ativa,2025-12-13,Qualificação,25,28325.54,,,
4656,2313,27,Instagram,2026-02-16,Prospecção,10,80158.54,,,
4657,2314,12,Prospecção ativa,2024-12-07,Fechado ganho,100,44709.85,2025-01-22,46,
4658,2315,11,Feira de beleza,2025-09-23,Prospecção,10,84230.77,,,
4659,2315,11,WhatsApp,2026-05-02,Fechado perdido,0,22310.62,2026-05-12,10,Prazo de entrega
4660,2315,11,Feira de beleza,2026-04-12,Qualificação,25,47046.69,,,
4661,2316,23,Instagram,2025-10-02,Proposta enviada,50,75805.88,,,
4662,2316,23,Reativação,2025-10-12,Proposta enviada,50,45543.09,,,
4663,2320,37,Inbound site,2026-05-06,Negociação,75,46152.08,,,
4664,2320,17,Inbound site,2026-01-08,Proposta enviada,50,80887.18,,,
4665,2320,37,Inbound site,2026-07-27,Fechado ganho,100,2850.50,2026-08-08,12,
4666,2321,19,Indicação,2026-02-23,Proposta enviada,50,11593.43,,,
4667,2321,17,Instagram,2024-11-24,Negociação,75,33161.07,,,
4668,2322,18,Indicação,2025-07-21,Fechado ganho,100,128193.99,2025-08-12,22,
4669,2324,3,Inbound site,2025-07-22,Qualificação,25,44674.39,,,
4670,2324,3,Reativação,2024-11-28,Fechado ganho,100,11348.83,2025-01-25,58,
4671,2325,12,Reativação,2025-09-01,Fechado ganho,100,74764.00,2025-10-25,54,
4672,2325,12,Instagram,2026-03-02,Negociação,75,50808.65,,,
4673,2325,12,WhatsApp,2024-09-07,Proposta enviada,50,41210.97,,,
4674,2325,12,Feira de beleza,2026-01-31,Qualificação,25,24866.18,,,
4675,2326,32,Reativação,2026-04-02,Proposta enviada,50,84815.28,,,
4676,2326,32,Instagram,2026-06-19,Prospecção,10,10226.32,,,
4677,2326,32,Reativação,2025-08-20,Fechado perdido,0,20624.88,2025-10-02,43,Pediu exclusividade de marca
4678,2327,38,Prospecção ativa,2024-10-24,Prospecção,10,33876.41,,,
4679,2327,38,Reativação,2025-08-06,Prospecção,10,5750.84,,,
4680,2327,38,Reativação,2025-12-09,Proposta enviada,50,19883.39,,,
4681,2327,38,Prospecção ativa,2025-09-26,Proposta enviada,50,50071.76,,,
4682,2328,16,WhatsApp,2025-09-24,Proposta enviada,50,21941.49,,,
4683,2331,33,Reativação,2025-12-30,Fechado ganho,100,89588.57,2026-02-13,45,
4684,2331,33,Instagram,2026-04-18,Qualificação,25,80636.15,,,
4685,2332,42,Indicação,2026-02-28,Fechado ganho,100,33161.36,2026-05-14,75,
4686,2333,11,Prospecção ativa,2026-08-02,Negociação,75,45405.74,,,
4687,2333,11,Reativação,2024-09-28,Fechado ganho,100,87848.43,2024-10-04,6,
4688,2334,15,Prospecção ativa,2024-11-07,Prospecção,10,33632.77,,,
4689,2334,15,Inbound site,2026-05-12,Prospecção,10,63189.01,,,
4690,2335,14,WhatsApp,2025-12-03,Proposta enviada,50,40576.98,,,
4691,2336,34,WhatsApp,2025-03-13,Qualificação,25,46832.40,,,
4692,2337,42,Feira de beleza,2025-02-25,Prospecção,10,36775.78,,,
4693,2337,42,Instagram,2025-06-21,Qualificação,25,81026.19,,,
4694,2338,12,Indicação,2025-11-17,Proposta enviada,50,28048.87,,,
4695,2339,15,Instagram,2025-08-18,Negociação,75,10540.04,,,
4696,2340,6,Inbound site,2026-05-16,Fechado ganho,100,63664.02,2026-07-07,52,
4697,2342,8,Prospecção ativa,2025-03-12,Proposta enviada,50,34079.71,,,
4698,2342,8,Prospecção ativa,2025-11-11,Proposta enviada,50,43861.79,,,
4699,2342,8,WhatsApp,2026-04-10,Fechado perdido,0,49104.24,2026-04-29,19,Sem contato
4700,2343,21,Instagram,2025-07-07,Negociação,75,21425.46,,,
4701,2344,28,Inbound site,2025-06-06,Fechado ganho,100,78946.86,2025-06-24,18,
4702,2344,28,Reativação,2025-05-21,Proposta enviada,50,5925.34,,,
4703,2344,28,Reativação,2025-02-26,Fechado ganho,100,30547.33,2025-04-06,39,
4704,2345,30,WhatsApp,2025-08-12,Fechado ganho,100,52705.74,2025-10-19,68,
4705,2346,13,Feira de beleza,2026-02-25,Fechado ganho,100,32104.12,2026-04-01,35,
4706,2346,13,Reativação,2025-08-04,Prospecção,10,56276.08,,,
4707,2346,13,Inbound site,2024-11-19,Negociação,75,11955.78,,,
4708,2347,5,Instagram,2024-10-21,Negociação,75,60669.17,,,
4709,2348,30,Instagram,2024-09-07,Fechado perdido,0,51074.54,2024-11-12,66,Fechou com concorrente
4710,2348,30,Feira de beleza,2026-04-05,Fechado ganho,100,34199.98,2026-05-10,35,
4711,2348,30,WhatsApp,2025-08-07,Fechado ganho,100,69141.48,2025-10-10,64,
4712,2348,30,Instagram,2026-01-13,Qualificação,25,94882.03,,,
4713,2348,30,Inbound site,2026-07-31,Negociação,75,63060.99,,,
4714,2348,30,Prospecção ativa,2024-10-28,Fechado ganho,100,47913.37,2025-01-11,75,
4715,2349,36,Reativação,2025-04-09,Fechado perdido,0,76707.95,2025-04-19,10,Prazo de entrega
4716,2350,32,Indicação,2026-05-16,Fechado ganho,100,162007.93,2026-06-06,21,
4717,2350,32,Feira de beleza,2025-09-05,Negociação,75,165265.20,,,
4718,2351,41,Reativação,2025-02-24,Negociação,75,20519.13,,,
4719,2352,42,Instagram,2026-08-28,Qualificação,25,63085.78,,,
4720,2352,42,WhatsApp,2025-02-02,Fechado ganho,100,4416.13,2025-02-27,25,
4721,2354,19,Inbound site,2026-03-20,Negociação,75,57904.83,,,
4722,2355,24,WhatsApp,2026-08-17,Negociação,75,48641.41,,,
4723,2355,24,Feira de beleza,2025-05-23,Negociação,75,90153.53,,,
4724,2355,24,WhatsApp,2025-07-23,Prospecção,10,3253.99,,,
4725,2356,3,Feira de beleza,2026-02-28,Proposta enviada,50,62485.77,,,
4726,2356,3,Reativação,2026-01-23,Fechado ganho,100,54788.74,2026-03-20,56,
4727,2356,3,Reativação,2025-09-11,Fechado perdido,0,58677.44,2025-11-20,70,Preço acima do concorrente
4728,2357,9,Indicação,2026-06-16,Fechado ganho,100,88934.69,2026-06-28,12,
4729,2358,7,Indicação,2025-04-24,Qualificação,25,128586.13,,,
4730,2359,22,WhatsApp,2026-04-01,Fechado perdido,0,133024.31,2026-06-07,67,Pediu exclusividade de marca
4731,2360,33,Instagram,2025-02-22,Fechado ganho,100,84977.47,2025-05-06,73,
4732,2361,14,Feira de beleza,2025-11-03,Fechado ganho,100,28623.83,2026-01-01,59,
4733,2361,14,Reativação,2025-11-22,Fechado perdido,0,45964.81,2026-01-19,58,Fechou com concorrente
4734,2362,34,Instagram,2025-07-21,Fechado ganho,100,91022.91,2025-09-26,67,
4735,2362,34,Feira de beleza,2025-01-15,Proposta enviada,50,22520.43,,,
4736,2362,34,Feira de beleza,2025-11-05,Fechado ganho,100,72977.13,2025-12-07,32,
4737,2362,34,Indicação,2026-05-15,Proposta enviada,50,50141.44,,,
4738,2362,34,Inbound site,2026-02-27,Fechado ganho,100,60044.37,2026-03-18,19,
4739,2362,34,Prospecção ativa,2026-07-04,Proposta enviada,50,57298.83,,,
4740,2364,30,Indicação,2025-04-10,Proposta enviada,50,80860.73,,,
4741,2364,30,Indicação,2025-10-18,Qualificação,25,57278.49,,,
4742,2364,30,Prospecção ativa,2025-12-20,Qualificação,25,37724.32,,,
4743,2364,30,Instagram,2025-01-03,Qualificação,25,81776.10,,,
4744,2365,42,WhatsApp,2026-02-22,Proposta enviada,50,63224.06,,,
4745,2365,41,Prospecção ativa,2024-09-10,Fechado ganho,100,32884.70,2024-10-03,23,
4746,2365,41,Feira de beleza,2025-09-09,Fechado ganho,100,38108.29,2025-11-20,72,
4747,2366,24,Inbound site,2026-08-10,Negociação,75,91055.10,,,
4748,2366,24,Feira de beleza,2026-04-18,Qualificação,25,115055.10,,,
4749,2367,10,Reativação,2025-01-01,Fechado perdido,0,35667.55,2025-03-08,66,Pediu exclusividade de marca
4750,2367,10,WhatsApp,2024-10-02,Qualificação,25,22460.41,,,
4751,2367,10,Prospecção ativa,2025-04-11,Proposta enviada,50,59003.29,,,
4752,2368,30,Feira de beleza,2026-06-18,Fechado ganho,100,27318.94,2026-07-28,40,
4753,2368,30,Inbound site,2026-06-06,Fechado ganho,100,26166.57,2026-07-31,55,
4754,2369,28,Reativação,2025-04-02,Fechado ganho,100,72924.37,2025-05-26,54,
4755,2369,28,Instagram,2025-11-09,Fechado perdido,0,55114.70,2025-12-30,51,Fechou com concorrente
4756,2370,16,Prospecção ativa,2025-02-18,Negociação,75,29403.28,,,
4757,2370,16,Inbound site,2025-04-09,Prospecção,10,48491.66,,,
4758,2370,16,Reativação,2026-03-30,Proposta enviada,50,36157.87,,,
4759,2371,11,Feira de beleza,2026-05-16,Fechado ganho,100,84001.24,2026-07-23,68,
4760,2371,20,Feira de beleza,2024-10-15,Fechado ganho,100,87541.37,2024-12-24,70,
4761,2371,11,Instagram,2025-07-13,Prospecção,10,51606.12,,,
4762,2372,36,WhatsApp,2024-11-30,Fechado ganho,100,88741.96,2025-02-06,68,
4763,2372,5,Reativação,2026-06-10,Negociação,75,28709.55,,,
4764,2372,36,Reativação,2025-04-11,Fechado ganho,100,48642.84,2025-05-23,42,
4765,2372,36,Feira de beleza,2025-04-05,Fechado ganho,100,76505.55,2025-05-19,44,
4766,2372,5,Instagram,2026-05-06,Fechado perdido,0,15466.31,2026-07-15,70,Fechou com concorrente
4767,2372,5,WhatsApp,2025-06-06,Fechado ganho,100,35172.95,2025-07-30,54,
4768,2373,13,Indicação,2024-09-12,Qualificação,25,15088.81,,,
4769,2374,20,WhatsApp,2025-07-20,Fechado perdido,0,65243.93,2025-07-25,5,Mix de fragrâncias não atende
4770,2375,20,Prospecção ativa,2026-01-10,Qualificação,25,89238.77,,,
4771,2375,20,Indicação,2026-03-12,Qualificação,25,50204.44,,,
4772,2377,1,Inbound site,2026-04-07,Fechado perdido,0,84341.99,2026-05-26,49,Mix de fragrâncias não atende
4773,2378,14,Prospecção ativa,2025-04-21,Qualificação,25,15962.77,,,
4774,2378,14,Indicação,2025-09-10,Negociação,75,87954.70,,,
4775,2379,18,Inbound site,2026-07-23,Qualificação,25,44013.22,,,
4776,2379,18,Indicação,2024-11-16,Fechado perdido,0,85752.47,2024-12-24,38,Sem verba no momento
4777,2379,18,Reativação,2026-05-01,Negociação,75,46088.09,,,
4778,2379,18,Inbound site,2025-05-01,Fechado ganho,100,30854.97,2025-06-25,55,
4779,2379,18,Indicação,2025-10-15,Qualificação,25,8225.88,,,
4780,2379,18,Instagram,2024-10-09,Fechado ganho,100,31510.65,2024-11-16,38,
4781,2380,12,Indicação,2025-05-15,Qualificação,25,58623.05,,,
4782,2381,32,WhatsApp,2025-08-30,Negociação,75,38187.34,,,
4783,2381,32,Feira de beleza,2026-02-09,Prospecção,10,93099.71,,,
4784,2382,39,Feira de beleza,2026-06-21,Qualificação,25,12909.84,,,
4785,2382,39,WhatsApp,2026-03-11,Proposta enviada,50,72739.29,,,
4786,2382,39,Indicação,2025-09-05,Fechado perdido,0,4817.33,2025-10-07,32,Sem contato
4787,2383,31,Prospecção ativa,2026-06-08,Qualificação,25,13963.36,,,
4788,2383,31,Reativação,2025-11-01,Fechado ganho,100,37617.61,2026-01-15,75,
4789,2384,12,Reativação,2025-08-11,Prospecção,10,37929.65,,,
4790,2385,29,Feira de beleza,2026-07-31,Proposta enviada,50,39130.64,,,
4791,2385,16,Instagram,2025-05-11,Prospecção,10,80382.10,,,
4792,2386,11,Indicação,2026-01-02,Fechado perdido,0,18837.55,2026-03-06,63,Já compra de outro importador
4793,2387,17,Indicação,2025-11-22,Qualificação,25,31156.62,,,
4794,2387,17,Reativação,2026-01-27,Proposta enviada,50,150812.59,,,
4795,2387,17,Indicação,2025-02-28,Proposta enviada,50,39922.90,,,
4796,2387,17,WhatsApp,2025-03-10,Fechado perdido,0,53552.52,2025-03-27,17,Sem contato
4797,2388,35,Instagram,2025-04-20,Fechado ganho,100,79445.28,2025-05-22,32,
4798,2388,35,Inbound site,2025-02-24,Fechado perdido,0,61993.49,2025-03-21,25,Prazo de entrega
4799,2389,17,Instagram,2026-04-26,Prospecção,10,86463.13,,,
4800,2389,17,WhatsApp,2026-07-21,Fechado perdido,0,37286.58,2026-08-07,17,Prazo de entrega
4801,2390,32,Reativação,2025-04-16,Fechado ganho,100,71425.19,2025-05-03,17,
4802,2390,32,Instagram,2026-06-12,Qualificação,25,49736.85,,,
4803,2390,32,Prospecção ativa,2026-02-24,Prospecção,10,87186.53,,,
4804,2390,32,Prospecção ativa,2025-08-28,Proposta enviada,50,92843.80,,,
4805,2391,10,Instagram,2026-08-13,Prospecção,10,32272.09,,,
4806,2392,10,Feira de beleza,2025-05-13,Negociação,75,22876.80,,,
4807,2392,10,Prospecção ativa,2025-10-06,Proposta enviada,50,64077.20,,,
4808,2393,24,Inbound site,2025-09-07,Negociação,75,68254.98,,,
4809,2393,24,Indicação,2025-02-25,Fechado ganho,100,43321.32,2025-03-05,8,
4810,2394,20,Inbound site,2026-02-11,Fechado perdido,0,80639.72,2026-02-19,8,Prazo de entrega
4811,2395,19,Prospecção ativa,2026-02-11,Qualificação,25,17548.04,,,
4812,2395,19,WhatsApp,2024-09-14,Proposta enviada,50,27464.26,,,
4813,2396,32,WhatsApp,2026-02-11,Qualificação,25,81197.38,,,
4814,2396,32,Feira de beleza,2026-04-22,Prospecção,10,30821.28,,,
4815,2397,25,Inbound site,2025-04-14,Qualificação,25,55173.09,,,
4816,2397,25,Prospecção ativa,2026-01-14,Negociação,75,58833.52,,,
4817,2398,39,WhatsApp,2024-10-26,Fechado perdido,0,15907.62,2024-12-02,37,Fechou com concorrente
4818,2400,41,Inbound site,2024-10-13,Qualificação,25,88499.44,,,
4819,2400,41,Indicação,2026-04-03,Proposta enviada,50,29047.68,,,
4820,2400,41,Indicação,2026-08-23,Fechado perdido,0,68478.84,2026-08-27,4,Pediu exclusividade de marca
4821,2401,37,Reativação,2025-10-22,Negociação,75,83886.38,,,
4822,2401,37,Instagram,2026-05-20,Fechado ganho,100,27491.46,2026-07-29,70,
4823,2403,2,Indicação,2025-06-23,Negociação,75,59142.07,,,
4824,2403,2,Feira de beleza,2025-11-13,Proposta enviada,50,40345.50,,,
4825,2403,2,Feira de beleza,2026-03-08,Negociação,75,48666.55,,,
4826,2403,2,Feira de beleza,2025-06-25,Prospecção,10,6248.44,,,
4827,2404,4,Prospecção ativa,2024-09-11,Qualificação,25,64239.77,,,
4828,2404,4,Prospecção ativa,2026-01-08,Fechado perdido,0,87820.59,2026-03-13,64,Prazo de entrega
4829,2404,4,Prospecção ativa,2025-02-11,Fechado ganho,100,39857.37,2025-02-14,3,
4830,2404,4,WhatsApp,2025-05-22,Proposta enviada,50,19246.27,,,
4831,2405,15,Indicação,2025-10-17,Fechado perdido,0,27230.98,2025-11-21,35,Fechou com concorrente
4832,2407,26,Indicação,2025-01-26,Proposta enviada,50,9399.03,,,
4833,2407,26,Feira de beleza,2024-10-25,Fechado perdido,0,7221.20,2024-12-26,62,Mix de fragrâncias não atende
4834,2408,7,WhatsApp,2025-02-12,Proposta enviada,50,37644.50,,,
